,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 28 01 00,4,3,11028,4,13387,0,1253,7,6866,3,11851,4,14711,0,2171,7,6998,1,1,1,1,4
2019 11 28 02 00,0,1,8692,2,14206,0,420,7,7241,1,11880,2,15546,0,672,7,7241,1,1,1,1,4
2019 11 28 03 00,0,1,4232,2,13753,0,566,7,7450,1,5873,2,14384,0,878,7,7450,1,1,1,1,4
2019 11 28 04 00,4,4,17106,3,17202,0,1122,7,6332,3,18167,4,18908,0,2097,7,6440,0,1,1,1,3
2019 11 28 05 00,4,3,14443,4,16988,0,1610,7,5408,3,16053,4,20208,0,3220,7,5408,1,1,1,1,4
2019 11 28 06 00,4,3,16008,4,18054,0,2097,7,5570,3,17813,6,21491,0,3915,7,5776,1,1,1,1,4
2019 11 28 07 00,0,1,15973,2,16601,0,1473,7,6798,2,19766,1,22128,0,2606,7,6798,1,1,0,1,3
2019 11 28 08 00,0,1,15961,2,17462,0,2600,7,6796,2,21063,12,22285,0,4433,7,7232,1,1,0,1,3
2019 11 28 09 00,0,1,9681,2,15622,0,1480,7,7226,1,13450,2,17625,0,2452,7,7388,1,1,1,1,4
2019 11 28 10 00,0,1,8360,2,15697,0,1266,7,6950,1,11750,2,17537,0,2175,7,6972,1,1,1,1,4
2019 11 28 11 00,0,1,8500,2,16409,0,1192,7,6428,1,11939,2,18472,0,2170,7,6600,1,1,1,1,4
2019 11 28 12 00,0,1,6869,2,14874,0,1468,7,7478,1,9698,2,16303,0,2336,7,7496,1,1,1,1,4
2019 11 28 13 00,6,2,6394,4,14768,0,735,7,7062,2,8187,4,15372,0,1242,7,7076,1,1,1,1,4
2019 11 28 14 00,6,2,6516,4,12399,0,454,7,7156,2,8703,4,12637,0,753,7,7156,1,1,1,1,4
2019 11 28 15 00,6,2,6131,4,12591,0,165,7,7144,2,8025,4,12591,0,255,7,7144,1,1,1,1,4
2019 11 28 16 00,4,3,8022,4,9720,0,288,7,7236,3,8103,4,9720,0,450,7,7236,1,1,1,1,4
2019 11 28 17 00,4,3,2685,4,7781,0,384,7,7314,3,2787,4,7781,0,588,7,7314,1,1,1,1,4
2019 11 28 18 00,4,3,3611,4,8123,0,459,7,7371,3,3733,4,8123,0,703,7,7371,1,1,1,1,4
2019 11 28 19 00,4,3,5510,4,9194,0,246,7,7206,3,5578,4,9194,0,382,7,7206,1,1,1,1,4
2019 11 28 20 00,4,3,3501,4,8125,0,188,7,7162,3,3552,4,8125,0,290,7,7162,1,1,1,1,4
2019 11 28 21 00,4,3,1931,4,9711,0,1132,7,6275,3,2902,4,11535,0,2162,7,6275,1,1,1,1,4
2019 11 28 22 00,40,6,5036,3,9622,7,2859,0,5250,6,5242,3,14433,7,3220,0,10061,1,1,1,1,4
2019 11 28 23 00,40,6,378,3,13673,7,315,0,6965,6,382,7,14049,7,422,9,8350,1,1,1,1,4
2019 11 29 00 00,40,6,5335,3,9897,7,2606,0,4988,6,5373,3,14659,7,2644,0,9824,1,1,1,1,4
2019 11 29 01 00,4,3,6170,4,11186,0,2897,7,7604,3,7565,4,13116,0,4722,7,7604,1,1,1,1,4
2019 11 29 02 00,6,2,8898,4,10782,0,2980,7,9199,4,11054,5,11780,0,4296,7,9199,1,1,0,1,3
2019 11 29 03 00,6,2,3746,4,11914,0,3128,7,9562,2,5213,4,11914,0,4438,7,9562,1,1,1,1,4
2019 11 29 04 00,6,2,5155,4,11383,0,3197,7,9593,2,7107,4,11383,0,4599,7,9593,1,1,1,1,4
2019 11 29 05 00,6,2,9470,4,11485,0,3152,7,8918,4,12235,2,12944,0,4788,7,9132,1,1,0,1,3
2019 11 29 06 00,4,3,8580,4,13087,0,1948,7,6182,3,10069,4,15725,0,3607,7,6182,1,1,1,1,4
2019 11 29 07 00,4,3,10984,4,13775,0,2007,7,6375,3,12426,4,16261,0,3638,7,6395,1,1,1,1,4
2019 11 29 08 00,4,3,13185,4,14047,0,2403,7,7542,3,14352,4,15597,0,3945,7,7576,1,1,1,1,4
2019 11 29 09 00,4,3,12629,4,13402,0,2649,7,7985,3,13723,4,14686,0,4195,7,8015,1,1,1,1,4
2019 11 29 10 00,4,3,13271,4,13691,0,1941,7,7691,3,14113,4,14697,0,3082,7,7771,1,1,1,1,4
2019 11 29 11 00,0,2,16485,4,17355,0,2101,7,7414,4,18815,5,19822,0,3406,7,7456,0,1,0,1,2
