,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 12 30 01 00,6,2,7579,1,9814,0,2898,7,9314,2,8353,1,14634,0,4272,7,9314,1,1,1,1,4
2019 12 30 02 00,6,2,3515,1,13444,0,2450,7,8974,2,4173,4,14919,0,3572,7,8974,1,1,1,1,4
2019 12 30 03 00,6,2,3884,4,14092,0,2347,7,8894,2,4841,4,14092,0,3417,7,8894,1,1,1,1,4
2019 12 30 04 00,0,2,11227,1,12060,0,2729,7,9202,2,12813,1,17121,0,3963,7,9202,0,1,0,1,2
2019 12 30 05 00,0,1,7140,2,12790,0,2349,7,8887,1,10180,2,13866,0,3441,7,8887,1,1,1,1,4
2019 12 30 06 00,0,1,2436,2,13848,0,2273,7,8827,1,3634,2,14395,0,3327,7,8827,1,1,1,1,4
2019 12 30 07 00,0,1,1762,2,13972,0,1777,7,8442,1,2629,2,14386,0,2577,7,8442,1,1,1,1,4
2019 12 30 08 00,0,1,1636,2,14004,0,1375,7,8131,1,2394,2,14360,0,1967,7,8131,1,1,1,1,4
2019 12 30 09 00,0,1,2046,2,13996,0,1260,7,8035,1,2939,2,14400,0,1808,7,8035,1,1,1,1,4
2019 12 30 10 00,0,1,964,2,13943,0,891,7,7731,1,1437,2,14154,0,1295,7,7731,1,1,1,1,4
2019 12 30 11 00,0,1,312,2,13984,0,278,7,7239,1,468,2,14049,0,408,7,7239,1,1,1,1,4
2019 12 30 12 00,0,1,1938,2,13141,0,0,7,7018,1,2758,2,13290,0,0,7,7018,1,1,1,1,4
2019 12 30 13 00,0,1,4410,2,12657,0,0,7,7018,1,6182,2,13090,0,0,7,7018,1,1,1,1,4
2019 12 30 14 00,0,1,4076,2,14041,0,0,7,7018,1,5531,2,14624,0,0,7,7018,1,1,1,1,4
2019 12 30 15 00,0,1,5908,2,14197,0,0,7,7018,1,7995,2,15064,0,0,7,7018,1,1,1,1,4
2019 12 30 16 00,0,1,8204,2,14818,0,10,7,7025,1,11024,2,16103,0,16,7,7025,1,1,1,1,4
2019 12 30 17 00,0,1,11278,2,15048,0,109,7,7100,1,15179,2,16817,0,171,7,7100,1,1,1,1,4
2019 12 30 18 00,0,1,9254,2,14233,0,109,7,7101,1,12548,2,15596,0,169,7,7101,1,1,1,1,4
2019 12 30 19 00,0,1,9842,2,14665,0,145,7,7128,1,13290,2,16178,0,225,7,7128,1,1,1,1,4
2019 12 30 20 00,0,2,15378,1,15454,0,293,7,7240,2,17813,4,19674,0,459,7,7240,0,1,0,1,2
2019 12 30 21 00,0,2,15845,4,17361,0,643,7,7509,4,17361,5,17538,0,997,7,7509,0,1,0,1,2
2019 12 30 22 00,4,2,16023,4,16963,0,1076,7,7846,4,16963,5,17250,0,1650,7,7846,0,1,0,1,2
2019 12 30 23 00,4,4,14404,5,14855,0,1749,7,8376,4,14404,5,14855,0,2651,7,8376,0,1,0,1,2
2019 12 31 00 00,4,3,10091,4,10983,0,2289,7,8808,3,10663,4,10983,0,3433,7,8808,1,1,1,1,4
2019 12 31 01 00,4,3,6566,4,8885,0,3570,7,9854,3,7399,4,8885,0,5236,7,9854,1,1,1,1,4
2019 12 31 02 00,4,3,6232,4,8570,0,4251,7,10441,3,7166,4,8570,0,6119,7,10441,1,1,1,1,4
2019 12 31 03 00,4,3,6809,4,8545,0,4553,7,10697,3,7792,4,8545,0,6519,7,10697,1,1,1,1,4
2019 12 31 04 00,4,3,9371,4,9934,0,4681,7,10819,4,9934,3,10360,0,6659,7,10819,1,1,0,1,3
2019 12 31 05 00,4,4,11300,3,12260,0,4660,7,10807,4,11300,5,12277,0,6614,7,10807,0,1,0,1,2
2019 12 31 06 00,4,4,11977,5,12934,0,4524,7,10690,4,11977,5,12934,0,6438,7,10690,0,1,0,1,2
2019 12 31 07 00,4,4,12976,5,13759,0,3591,7,9915,4,12976,5,13759,0,5157,7,9915,0,1,0,1,2
2019 12 31 08 00,3,4,11770,2,12466,0,3418,7,9755,4,11770,5,12541,0,4960,7,9755,0,1,0,1,2
2019 12 31 09 00,6,4,10580,2,10840,0,3273,7,9634,4,10580,5,11324,0,4761,7,9634,0,1,0,1,2
2019 12 31 10 00,6,2,6521,4,11073,0,2954,7,9360,2,8892,4,11073,0,4346,7,9360,1,1,1,1,4
2019 12 31 11 00,6,2,3753,1,13810,0,1460,7,8146,2,4421,4,15117,0,2226,7,8146,1,1,1,1,4
2019 12 31 12 00,0,1,6078,2,11331,0,228,7,7194,1,8670,2,11839,0,350,7,7194,1,1,1,1,4
2019 12 31 13 00,0,1,132,2,13964,0,52,7,7057,1,198,2,13979,0,82,7,7057,1,1,1,1,4
2019 12 31 14 00,0,1,3172,2,11178,0,70,7,7071,1,4724,2,11231,0,108,7,7071,1,1,1,1,4
2019 12 31 15 00,6,2,3079,1,11538,0,135,7,7122,2,3177,12,15677,0,205,7,7122,1,1,1,1,4
2019 12 31 16 00,6,2,531,4,13719,0,397,7,7324,2,743,4,13719,0,607,7,7324,1,1,1,1,4
2019 12 31 17 00,6,2,1017,4,13417,0,788,7,7625,2,1426,4,13417,0,1208,7,7625,1,1,1,1,4
2019 12 31 18 00,6,2,1306,4,13298,0,870,7,7691,2,1817,4,13298,0,1324,7,7691,1,1,1,1,4
2019 12 31 19 00,6,2,5578,1,10466,0,1328,7,8061,2,6005,1,15599,0,1982,7,8061,1,1,1,1,4
2019 12 31 20 00,0,1,2262,2,13890,0,2050,7,8641,1,3369,2,14401,0,3024,7,8641,1,1,1,1,4
2019 12 31 21 00,0,1,4886,2,13810,0,4568,7,10638,1,7281,2,14939,0,6730,7,10638,1,1,1,1,4
2019 12 31 22 00,0,1,6546,2,13866,0,6722,7,12391,1,9783,2,15433,0,9784,7,12391,1,1,1,1,4
2019 12 31 23 00,0,1,8052,2,13751,0,8533,7,13959,1,11989,2,15626,0,12105,7,13959,1,1,1,1,4
2020 01 01 00 00,0,1,9788,2,13730,0,10577,7,15693,1,14540,2,15994,0,14821,7,15693,1,1,1,1,4
