,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 20 01 00,0,1,4758,2,12470,0,0,7,7018,1,6681,2,12926,0,0,7,7018,1,1,1,1,4
2020 01 20 02 00,4,2,14291,4,14723,0,0,7,7018,4,14723,5,14723,0,0,7,7018,0,1,0,1,2
2020 01 20 03 00,4,3,1857,4,7776,0,0,7,7018,3,1857,4,7776,0,0,7,7018,1,1,1,1,4
2020 01 20 04 00,4,3,11784,4,12584,0,0,7,7018,3,11784,4,12584,0,0,7,7018,1,1,1,1,4
2020 01 20 05 00,4,3,555,4,7206,0,0,7,7018,3,555,4,7206,0,0,7,7018,1,1,1,1,4
2020 01 20 06 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 07 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 08 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 09 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 10 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 11 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 12 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 13 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 14 00,4,3,24,4,7026,0,0,7,7018,3,24,4,7026,0,0,7,7018,1,1,1,1,4
2020 01 20 15 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 16 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 17 00,4,3,0,4,7018,0,0,7,7018,3,0,4,7018,0,0,7,7018,1,1,1,1,4
2020 01 20 18 00,4,3,1875,4,7869,0,0,7,7018,3,1875,4,7869,0,0,7,7018,1,1,1,1,4
2020 01 20 19 00,4,3,678,4,7303,0,0,7,7018,3,678,4,7303,0,0,7,7018,1,1,1,1,4
2020 01 20 20 00,4,3,189,4,7083,0,0,7,7018,3,189,4,7083,0,0,7,7018,1,1,1,1,4
2020 01 20 21 00,4,3,975,4,8178,0,836,7,7184,3,1455,4,8852,0,1316,7,7470,1,1,1,1,4
2020 01 20 22 00,4,3,4206,6,11087,0,2675,7,5911,3,6309,6,11505,0,4775,7,6375,1,1,1,1,4
2020 01 20 23 00,40,6,6965,3,12095,7,4861,0,8609,6,8531,7,16074,7,7015,13,10326,1,1,1,1,4
2020 01 21 00 00,40,6,6496,7,11862,7,6650,9,7230,6,8448,7,12391,13,8006,9,8933,1,1,1,0,3
2020 01 21 01 00,40,6,6405,7,12046,9,7250,13,7282,6,9299,7,13242,13,8039,9,10057,1,0,1,0,2
2020 01 21 02 00,40,6,6766,7,12378,7,8614,9,8913,6,9519,7,13564,13,9865,9,11551,1,1,1,0,3
2020 01 21 03 00,40,6,4315,7,11922,7,4870,9,7740,6,5820,7,12168,7,7766,13,8474,1,1,1,1,4
2020 01 21 04 00,4,3,8550,6,11816,0,7305,7,7306,3,12895,6,13881,7,9358,0,11749,1,1,1,0,3
2020 01 21 05 00,4,3,3962,4,11776,0,3683,7,6942,3,6166,6,12042,0,6290,7,7039,1,1,1,1,4
2020 01 21 06 00,40,6,4239,3,13702,7,3063,0,8528,6,5426,7,16740,7,4479,9,9750,1,1,1,1,4
2020 01 21 07 00,40,6,4428,3,13661,7,4725,9,9311,6,5824,7,16031,7,7155,13,10167,1,1,1,1,4
