,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2019 11 17 01 00,0,1,14377,2,15084,0,3720,7,8516,2,18040,1,20470,0,5873,7,8589,1,1,0,1,3
2019 11 17 02 00,0,1,10185,2,16057,0,3393,7,8443,1,14521,2,18461,0,5314,7,8613,1,1,1,1,4
2019 11 17 03 00,0,1,11230,2,15764,0,4039,7,9274,1,15910,2,18247,0,6087,7,9448,1,1,1,1,4
2019 11 17 04 00,0,1,11658,2,15714,0,4767,7,9939,1,16553,2,18298,0,7063,7,10041,1,1,1,1,4
2019 11 17 05 00,0,1,10597,2,15338,0,4395,7,9720,1,15079,2,17661,0,6511,7,9811,1,1,1,1,4
2019 11 17 06 00,0,1,9013,2,15081,0,4125,7,9632,1,12879,2,17086,0,6093,7,9685,1,1,1,1,4
2019 11 17 07 00,0,1,9676,2,14887,0,3984,7,9607,1,13752,2,16919,0,5852,7,9686,1,1,1,1,4
2019 11 17 08 00,0,1,9464,2,15015,0,3748,7,9414,1,13431,2,17012,0,5526,7,9515,1,1,1,1,4
2019 11 17 09 00,0,1,8070,2,14858,0,2348,7,8314,1,11331,2,16497,0,3496,7,8410,1,1,1,1,4
2019 11 17 10 00,0,1,5634,2,13974,0,2022,7,8386,1,8001,2,15028,0,2983,7,8419,1,1,1,1,4
2019 11 17 11 00,0,1,3884,2,13985,0,1274,7,7926,1,5460,2,14685,0,1878,7,7965,1,1,1,1,4
2019 11 17 12 00,0,1,4990,2,13825,0,499,7,7410,1,6872,2,14560,0,743,7,7410,1,1,1,1,4
2019 11 17 13 00,0,1,6524,2,14078,0,243,7,7212,1,8880,2,15040,0,355,7,7212,1,1,1,1,4
2019 11 17 14 00,0,1,13980,2,15561,0,126,7,7119,2,17788,1,18771,0,182,7,7119,1,1,0,1,3
2019 11 17 15 00,0,2,15871,1,15894,0,143,7,7133,2,18417,4,19723,0,205,7,7133,0,1,0,1,2
2019 11 17 16 00,0,2,13222,4,17174,0,160,7,7146,2,15743,4,17174,0,234,7,7146,0,1,0,1,2
2019 11 17 17 00,4,2,12575,4,15755,0,186,7,7163,2,15289,4,15755,0,280,7,7163,0,1,0,1,2
2019 11 17 18 00,0,2,14006,4,17278,0,214,7,7184,2,16697,4,17278,0,324,7,7184,0,1,0,1,2
2019 11 17 19 00,0,2,15582,1,17040,0,163,7,7143,2,18256,4,18922,0,251,7,7143,0,1,0,1,2
2019 11 17 20 00,0,2,16104,4,17420,0,37,7,7047,4,17420,5,17430,0,57,7,7047,0,1,0,1,2
2019 11 17 21 00,4,3,8202,4,10830,0,20,7,7033,3,8208,4,10830,0,32,7,7033,1,1,1,1,4
2019 11 17 22 00,4,3,1235,4,7593,0,6,7,7023,3,1237,4,7593,0,10,7,7023,1,1,1,1,4
2019 11 17 23 00,4,3,736,4,8012,0,343,7,6752,3,1068,4,8624,0,649,7,6778,1,1,1,1,4
2019 11 18 00 00,4,3,1454,4,9180,0,790,7,6412,3,2182,4,10578,0,1506,7,6467,1,1,1,1,4
2019 11 18 01 00,4,3,2338,4,10435,0,1597,7,6455,3,3525,4,12575,0,2823,7,6701,1,1,1,1,4
2019 11 18 02 00,4,3,3087,6,11291,0,1927,7,5885,3,4640,6,11417,0,3579,7,6091,1,1,1,1,4
2019 11 18 03 00,4,3,3274,6,11344,0,1746,7,5648,3,4923,6,11491,0,3350,7,5726,1,1,1,1,4
2019 11 18 04 00,4,3,3655,6,10564,0,1897,7,5304,3,5485,6,10618,0,3726,7,5352,1,1,1,1,4
2019 11 18 05 00,4,3,4708,6,9654,0,2622,7,4980,3,7085,6,9718,7,5048,0,5049,1,1,1,0,3
2019 11 18 06 00,4,3,4047,6,10408,0,2327,7,5354,3,6117,6,10448,0,4470,7,5374,1,1,1,1,4
2019 11 18 07 00,4,3,4346,4,9333,0,1255,7,7352,3,4948,4,10041,0,2105,7,7352,1,1,1,1,4
2019 11 18 08 00,4,3,823,4,6963,0,930,7,7735,3,1070,4,6963,0,1424,7,7735,1,1,1,1,4
2019 11 18 09 00,4,3,4518,4,8754,0,856,7,7682,3,4740,4,8754,0,1300,7,7682,1,1,1,1,4
2019 11 18 10 00,4,3,4613,4,8750,0,363,7,7303,3,4702,4,8750,0,541,7,7303,1,1,1,1,4
2019 11 18 11 00,4,4,12478,5,12504,0,110,7,7105,4,12478,5,12504,0,162,7,7105,0,1,0,1,2
2019 11 18 12 00,4,3,9638,4,11616,0,122,7,7117,3,9664,4,11616,0,174,7,7117,1,1,1,1,4
2019 11 18 13 00,4,4,15456,5,15486,0,136,7,7127,4,15456,5,15486,0,196,7,7127,0,1,0,1,2
2019 11 18 14 00,4,2,16154,4,17222,0,375,7,7310,4,17222,5,17318,0,567,7,7310,0,1,0,1,2
2019 11 18 15 00,4,3,9325,4,11060,0,1348,7,8092,3,9630,4,11080,0,1934,7,8099,1,1,1,1,4
2019 11 18 16 00,4,3,10965,4,11194,0,1300,7,8054,4,11200,3,11263,0,1894,7,8062,1,1,0,1,3
2019 11 18 17 00,4,4,12668,5,13182,0,2200,7,8748,4,12696,5,13210,0,3221,7,8752,0,1,0,1,2
2019 11 18 18 00,0,2,14566,4,16511,0,2605,7,9088,4,16527,5,17120,0,3790,7,9092,0,1,0,1,2
2019 11 18 19 00,0,1,8683,2,14443,0,2493,7,9007,1,12051,2,15985,0,3633,7,9019,1,1,1,1,4
2019 11 18 20 00,0,1,9501,2,14218,0,2285,7,8834,1,13171,2,15828,0,3347,7,8846,1,1,1,1,4
2019 11 18 21 00,0,1,10012,2,14557,0,2312,7,8864,1,13810,2,16286,0,3355,7,8871,1,1,1,1,4
2019 11 18 22 00,0,1,9173,2,14488,0,2633,7,9128,1,12719,2,16113,0,3788,7,9135,1,1,1,1,4
2019 11 18 23 00,0,1,7015,2,14182,0,2701,7,9194,1,9834,2,15457,0,3874,7,9199,1,1,1,1,4
2019 11 19 00 00,0,1,6512,2,13986,0,2761,7,9238,1,9188,2,15169,0,3971,7,9246,1,1,1,1,4
