,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 07 01 00,6,2,6344,4,11664,0,7353,7,13008,2,8523,4,11664,0,10407,7,13008,1,1,1,1,4
2020 01 07 02 00,6,2,5106,4,10614,0,6724,7,12469,2,7238,4,10614,0,9588,7,12469,1,1,1,1,4
2020 01 07 03 00,6,2,4045,4,11137,0,5661,7,11640,2,5781,4,11137,0,7987,7,11640,1,1,1,1,4
2020 01 07 04 00,6,2,3707,4,11331,0,5259,7,11295,2,5310,4,11331,0,7463,7,11295,1,1,1,1,4
2020 01 07 05 00,6,2,3323,4,11559,0,4951,7,11052,2,4773,4,11559,0,7005,7,11052,1,1,1,1,4
2020 01 07 06 00,6,2,3237,4,11609,0,4696,7,10815,2,4653,4,11609,0,6718,7,10815,1,1,1,1,4
2020 01 07 07 00,6,2,2909,4,11913,0,3837,7,10091,2,4167,4,11913,0,5567,7,10091,1,1,1,1,4
2020 01 07 08 00,6,2,2749,4,12361,0,3379,7,9724,2,3855,4,12361,0,4901,7,9724,1,1,1,1,4
2020 01 07 09 00,6,2,2661,4,12781,0,2937,7,9368,2,3640,4,12781,0,4265,7,9368,1,1,1,1,4
2020 01 07 10 00,6,2,4964,1,12390,0,2010,7,8615,2,5639,4,16300,0,2948,7,8615,1,1,1,1,4
2020 01 07 11 00,6,2,573,4,13665,0,555,7,7452,2,809,4,13665,0,833,7,7452,1,1,1,1,4
2020 01 07 12 00,6,2,387,1,13916,0,92,7,7090,2,435,4,14231,0,138,7,7090,1,1,1,1,4
2020 01 07 13 00,6,2,626,4,14182,0,48,7,7054,2,746,4,14182,0,76,7,7054,1,1,1,1,4
2020 01 07 14 00,6,2,1939,4,13387,0,33,7,7043,2,2586,4,13387,0,53,7,7043,1,1,1,1,4
2020 01 07 15 00,6,2,728,4,13764,0,91,7,7090,2,978,4,13764,0,135,7,7090,1,1,1,1,4
2020 01 07 16 00,6,2,2451,4,12995,0,681,7,7552,2,3324,4,12995,0,1017,7,7552,1,1,1,1,4
2020 01 07 17 00,6,2,2679,4,13015,0,1597,7,8276,2,3604,4,13015,0,2373,7,8276,1,1,1,1,4
2020 01 07 18 00,6,2,2748,4,12748,0,2159,7,8735,2,3757,4,12748,0,3165,7,8735,1,1,1,1,4
2020 01 07 19 00,6,2,3090,4,12786,0,3049,7,9481,2,4175,4,12786,0,4371,7,9481,1,1,1,1,4
2020 01 07 20 00,6,2,4185,4,14125,0,3246,7,9646,2,5209,4,14125,0,4636,7,9646,1,1,1,1,4
2020 01 07 21 00,6,2,6526,1,11016,0,2835,7,9302,2,7293,1,16378,0,4077,7,9302,1,1,1,1,4
2020 01 07 22 00,6,2,7650,1,10050,0,2357,7,8911,2,8398,1,14851,0,3405,7,8911,1,1,1,1,4
2020 01 07 23 00,0,1,6836,2,11147,0,2926,7,9381,1,10053,2,11983,0,4196,7,9381,1,1,1,1,4
2020 01 08 00 00,6,2,2513,4,12705,0,3280,7,9675,2,3474,4,12705,0,4680,7,9675,1,1,1,1,4
2020 01 08 01 00,0,2,8522,1,9294,0,3464,7,9828,2,9377,1,13821,0,4934,7,9828,0,1,0,1,2
2020 01 08 02 00,0,1,3972,2,13648,0,3605,7,9949,1,5878,2,14484,0,5117,7,9949,1,1,1,1,4
2020 01 08 03 00,0,1,3746,2,13691,0,3565,7,9911,1,5564,2,14500,0,5073,7,9911,1,1,1,1,4
2020 01 08 04 00,0,1,5198,2,12006,0,3185,7,9587,1,7741,2,12756,0,4573,7,9587,1,1,1,1,4
2020 01 08 05 00,0,1,8242,2,9847,0,3386,7,9757,2,10738,1,12200,0,4842,7,9757,1,1,0,1,3
2020 01 08 06 00,6,2,3069,4,12593,0,3794,7,10092,2,4197,4,12593,0,5412,7,10092,1,1,1,1,4
2020 01 08 07 00,6,2,2348,4,12180,0,3790,7,10092,2,3399,4,12180,0,5400,7,10092,1,1,1,1,4
2020 01 08 08 00,6,2,2035,4,12407,0,3397,7,9772,2,2951,4,12407,0,4843,7,9772,1,1,1,1,4
2020 01 08 09 00,6,2,2078,4,12534,0,2876,7,9337,2,2973,4,12534,0,4134,7,9337,1,1,1,1,4
2020 01 08 10 00,6,2,3860,4,12540,0,2478,7,9006,2,5199,4,12540,0,3588,7,9006,1,1,1,1,4
2020 01 08 11 00,6,2,2145,4,13297,0,1720,7,8386,2,2866,4,13297,0,2520,7,8386,1,1,1,1,4
2020 01 08 12 00,6,2,9277,4,14053,0,497,7,7404,2,11592,4,14053,0,753,7,7404,1,1,1,1,4
2020 01 08 13 00,6,2,9754,4,12066,0,60,7,7063,4,12066,5,12083,0,94,7,7063,1,1,0,1,3
2020 01 08 14 00,6,2,8446,1,14858,0,0,7,7018,2,9770,4,17186,0,0,7,7018,1,1,1,1,4
2020 01 08 15 00,0,1,5574,2,8819,0,0,7,7018,1,8310,2,8870,0,0,7,7018,1,1,1,1,4
2020 01 08 16 00,0,1,2780,2,13679,0,6,7,7023,1,3825,2,14026,0,10,7,7023,1,1,1,1,4
2020 01 08 17 00,0,1,12478,2,14945,0,20,7,7033,1,16808,2,16860,0,32,7,7033,1,1,1,1,4
2020 01 08 18 00,4,4,14979,5,14989,0,33,7,7043,4,14979,5,14989,0,53,7,7043,0,1,0,1,2
2020 01 08 19 00,4,4,11321,5,11367,0,160,7,7139,4,11321,5,11367,0,252,7,7139,0,1,0,1,2
2020 01 08 20 00,4,2,13908,4,16008,0,508,7,7407,4,16008,5,16146,0,784,7,7407,0,1,0,1,2
2020 01 08 21 00,0,1,14624,2,15427,0,939,7,7746,2,17819,1,19787,0,1425,7,7746,1,1,0,1,3
2020 01 08 22 00,0,1,11506,2,14939,0,1851,7,8458,1,15756,2,16914,0,2795,7,8458,1,1,1,1,4
2020 01 08 23 00,0,2,12645,1,13870,0,3335,7,9652,2,14771,4,18177,0,4937,7,9652,0,1,0,1,2
2020 01 09 00 00,6,2,9256,1,15392,0,4605,7,10708,2,11216,4,15452,0,6677,7,10708,1,1,1,1,4
