,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 08 01 00,0,1,4428,2,13724,0,3269,7,9703,1,6426,2,14591,0,4571,7,9703,1,1,1,1,4
2020 01 08 02 00,0,1,4896,2,13986,0,3455,7,9827,1,7066,2,14989,0,4905,7,9827,1,1,1,1,4
2020 01 08 03 00,0,1,5608,2,14089,0,3606,7,9920,1,8057,2,15238,0,5194,7,9920,1,1,1,1,4
2020 01 08 04 00,0,1,5722,2,14011,0,3755,7,10047,1,8236,2,15175,0,5389,7,10047,1,1,1,1,4
2020 01 08 05 00,0,1,6552,2,14207,0,3865,7,10144,1,9343,2,15524,0,5529,7,10144,1,1,1,1,4
2020 01 08 06 00,0,1,6248,2,14078,0,4373,7,10578,1,8994,2,15367,0,6195,7,10578,1,1,1,1,4
2020 01 08 07 00,0,1,7080,2,13554,0,4947,7,11062,1,10254,2,14929,0,6965,7,11062,1,1,1,1,4
2020 01 08 08 00,0,1,10092,2,10954,0,5442,7,11460,2,12435,1,14776,0,7680,7,11460,1,1,0,1,3
2020 01 08 09 00,6,2,6578,1,14086,0,5337,7,11353,2,8007,4,14898,0,7587,7,11353,1,1,1,1,4
2020 01 08 10 00,6,2,4270,1,14080,0,3942,7,10188,2,5260,4,14346,0,5686,7,10188,1,1,1,1,4
2020 01 08 11 00,6,2,6417,1,9658,0,1522,7,8202,2,6875,1,14418,0,2300,7,8202,1,1,1,1,4
2020 01 08 12 00,6,2,4685,1,9548,0,129,7,7115,2,4729,1,14315,0,203,7,7115,1,1,1,1,4
2020 01 08 13 00,6,2,626,1,13410,0,0,7,7018,2,626,13,14349,0,0,7,7018,1,1,1,1,4
2020 01 08 14 00,6,2,308,1,13728,0,0,7,7018,2,308,13,14190,0,0,7,7018,1,1,1,1,4
2020 01 08 15 00,6,2,932,1,13104,0,0,7,7018,2,932,13,14502,0,0,7,7018,1,1,1,1,4
2020 01 08 16 00,6,2,830,1,13206,0,0,7,7018,2,830,13,14451,0,0,7,7018,1,1,1,1,4
2020 01 08 17 00,0,1,3152,2,11024,0,121,7,7109,1,4728,2,11059,0,191,7,7109,1,1,1,1,4
2020 01 08 18 00,0,1,220,2,14036,0,197,7,7168,1,330,2,14091,0,307,7,7168,1,1,1,1,4
2020 01 08 19 00,0,1,104,2,14036,0,89,7,7085,1,156,2,14062,0,141,7,7085,1,1,1,1,4
2020 01 08 20 00,0,1,80,2,14036,0,71,7,7072,1,120,2,14056,0,111,7,7072,1,1,1,1,4
2020 01 08 21 00,0,1,210,2,14010,0,165,7,7143,1,315,2,14056,0,257,7,7143,1,1,1,1,4
2020 01 08 22 00,0,1,278,2,14026,0,253,7,7213,1,417,2,14093,0,387,7,7213,1,1,1,1,4
2020 01 08 23 00,0,1,420,2,14019,0,364,7,7296,1,629,2,14119,0,562,7,7296,1,1,1,1,4
2020 01 09 00 00,0,1,1462,2,12897,0,290,7,7240,1,2192,2,12977,0,448,7,7240,1,1,1,1,4
2020 01 09 01 00,0,1,2858,2,11652,0,426,7,7345,1,4285,2,11769,0,656,7,7345,1,1,1,1,4
2020 01 09 02 00,0,1,4218,2,10839,0,654,7,7523,1,6280,2,11059,0,1000,7,7523,1,1,1,1,4
2020 01 09 03 00,0,1,3386,2,13853,0,1940,7,8542,1,4894,2,14515,0,2894,7,8542,1,1,1,1,4
2020 01 09 04 00,0,1,6664,2,14345,0,3420,7,9785,1,9421,2,15657,0,4894,7,9785,1,1,1,1,4
2020 01 09 05 00,0,1,7790,2,14197,0,4489,7,10696,1,11068,2,15722,0,6305,7,10696,1,1,1,1,4
2020 01 09 06 00,0,1,7338,2,14135,0,5569,7,11602,1,10572,2,15668,0,7765,7,11602,1,1,1,1,4
2020 01 09 07 00,0,1,7676,2,14116,0,6151,7,12109,1,11078,2,15728,0,8503,7,12109,1,1,1,1,4
2020 01 09 08 00,0,1,8032,2,14101,0,6435,7,12351,1,11589,2,15781,0,8877,7,12351,1,1,1,1,4
2020 01 09 09 00,0,1,9548,2,12724,0,6426,7,12344,1,13842,2,14423,0,8864,7,12344,1,1,1,1,4
2020 01 09 10 00,0,2,11807,1,13106,0,5174,7,11193,2,13843,4,17699,0,7424,7,11193,0,1,0,1,2
2020 01 09 11 00,6,2,11361,4,14525,0,2203,7,8761,2,14079,4,14525,0,3253,7,8761,1,1,1,1,4
2020 01 09 12 00,6,2,9420,4,12672,0,549,7,7442,2,12116,4,12672,0,837,7,7442,1,1,1,1,4
2020 01 09 13 00,6,2,9340,4,13480,0,125,7,7113,2,11814,4,13480,0,193,7,7113,1,1,1,1,4
2020 01 09 14 00,1,2,12489,4,16961,0,99,7,7093,2,14880,4,16961,0,155,7,7093,0,1,0,1,2
2020 01 09 15 00,0,2,14330,4,16162,0,513,7,7408,4,16162,5,16305,0,799,7,7408,0,1,0,1,2
