,WWMF,WME,WME_dist,WME_second,WME_second_dist,W1,W1_dist,W1_second,W1_second_dist,WME_asym,WME_asym_dist,WME_asym_second,WME_asym_second_dist,W1_asym,W1_asym_dist,W1_asym_second,W1_asym_second_dist,WWMF vs WME,WWMF vs W1,WWMF vs WME_asym,WWMF vs W1_asym,WWMF vs (WME and W1 and WME_asym and W1_asym)
2020 01 09 01 00,0,1,11638,2,11768,0,4996,7,11045,2,13575,1,16743,0,7182,7,11045,1,1,0,1,3
2020 01 09 02 00,6,2,7663,1,11008,0,4611,7,10744,2,8752,1,16419,0,6603,7,10744,1,1,1,1,4
2020 01 09 03 00,6,2,6370,1,10998,0,3063,7,9474,2,7140,1,16413,0,4435,7,9474,1,1,1,1,4
2020 01 09 04 00,6,2,5347,1,10824,0,1540,7,8228,2,5814,1,16147,0,2296,7,8228,1,1,1,1,4
2020 01 09 05 00,0,1,6352,2,9503,0,1079,7,7861,1,9423,2,9879,0,1621,7,7861,1,1,1,1,4
2020 01 09 06 00,0,1,3932,2,13248,0,1272,7,8036,1,5614,2,13821,0,1850,7,8036,1,1,1,1,4
2020 01 09 07 00,0,1,6032,2,14368,0,1279,7,8047,1,8300,2,15398,0,1843,7,8047,1,1,1,1,4
2020 01 09 08 00,0,1,8518,2,14878,0,1089,7,7895,1,11577,2,16318,0,1569,7,7895,1,1,1,1,4
2020 01 09 09 00,0,1,9126,2,14499,0,943,7,7771,1,12442,2,15961,0,1373,7,7771,1,1,1,1,4
2020 01 09 10 00,0,1,9098,2,14384,0,664,7,7548,1,12385,2,15799,0,970,7,7548,1,1,1,1,4
2020 01 09 11 00,0,1,9520,2,12592,0,478,7,7390,1,13196,2,13798,0,722,7,7390,1,1,1,1,4
2020 01 09 12 00,0,2,9325,1,10528,0,258,7,7215,2,10186,1,15001,0,398,7,7215,0,1,0,1,2
2020 01 09 13 00,6,2,9553,1,11840,0,208,7,7178,2,10628,1,16741,0,320,7,7178,1,1,1,1,4
2020 01 09 14 00,0,2,11804,1,16442,0,258,7,7215,2,13864,4,17600,0,398,7,7215,0,1,0,1,2
2020 01 09 15 00,4,4,12700,5,12918,0,855,7,7684,4,12700,5,12918,0,1291,7,7684,0,1,0,1,2
2020 01 09 16 00,4,3,2091,4,6849,0,2867,7,9303,3,2751,4,6849,0,4187,7,9303,1,1,1,1,4
2020 01 09 17 00,4,3,1702,4,6168,0,4655,7,10735,3,2765,4,6168,0,6781,7,10735,1,1,1,1,4
2020 01 09 18 00,4,3,3739,4,6551,0,5738,7,11620,3,5024,4,6551,0,8308,7,11620,1,1,1,1,4
2020 01 09 19 00,4,3,3992,4,6454,0,6531,7,12287,3,5413,4,6454,0,9373,7,12287,1,1,1,1,4
2020 01 09 20 00,4,3,4468,4,6603,0,7121,7,12780,3,5996,4,6603,0,10177,7,12780,1,1,1,1,4
2020 01 09 21 00,4,3,2154,4,5811,0,6897,7,12589,3,3648,4,5811,0,9885,7,12589,1,1,1,1,4
2020 01 09 22 00,4,3,2282,4,7230,0,6590,7,11469,3,4063,4,8226,0,9654,7,11469,1,1,1,1,4
2020 01 09 23 00,4,3,6833,6,9126,0,4903,7,5474,6,9468,3,10399,7,5817,0,8768,1,1,0,0,2
2020 01 10 00 00,40,6,5577,3,9527,7,3806,0,6100,6,5725,3,14362,7,4483,9,10618,1,1,1,1,4
2020 01 10 01 00,40,6,7798,3,12625,7,5714,0,9231,6,9846,3,18978,7,7864,9,12387,1,1,1,1,4
2020 01 10 02 00,40,6,5342,3,11466,7,3910,0,7293,6,6180,7,16095,7,5185,13,10910,1,1,1,1,4
